ct__ab_mod_alacir_eminence_1;A city holding is building a alacir_eminence_1 here and it will take at most 1 days to complete.;Une ville holding est construire un alacir_eminence_1 ici et il faudra au maximum 1 jours pour tre termin.;Ein Stadt-Halt baut hier ein alacir_eminence_1 auf und es dauert hchstens 1 Tage bis zum Ende.;;Un ciudad holding est construyendo un alacir_eminence_1 aqu y tomar como mximo 1 das para completarse.;;;;;;;;;x
ct__ab_mod_ct_guildward_2;A city holding is building a Influenced Journeyman here and it will take at most 30 days to complete.;Une ville holding est construire un Influenced Journeyman ici et il faudra au maximum 30 jours pour tre termin.;Ein Stadt-Halt baut hier ein Influenced Journeyman auf und es dauert hchstens 30 Tage bis zum Ende.;;Un ciudad holding est construyendo un Influenced Journeyman aqu y tomar como mximo 30 das para completarse.;;;;;;;;;x
ct__ab_mod_ct_guildward_2g;A city holding is building a Ghouled Guild Master here and it will take at most 7 days to complete.;Une ville holding est construire un Ghouled Guild Master ici et il faudra au maximum 7 jours pour tre termin.;Ein Stadt-Halt baut hier ein Ghouled Guild Master auf und es dauert hchstens 7 Tage bis zum Ende.;;Un ciudad holding est construyendo un Ghouled Guild Master aqu y tomar como mximo 7 das para completarse.;;;;;;;;;x
ct__ab_mod_ct_guildward_3;A city holding is building a Controlled Guilds here and it will take at most 356 days to complete.;Une ville holding est construire un Controlled Guilds ici et il faudra au maximum 356 jours pour tre termin.;Ein Stadt-Halt baut hier ein Controlled Guilds auf und es dauert hchstens 356 Tage bis zum Ende.;;Un ciudad holding est construyendo un Controlled Guilds aqu y tomar como mximo 356 das para completarse.;;;;;;;;;x
ct__ab_mod_ct_guildward_3c;A city holding is building a Conditioned Guild Members here and it will take at most 180 days to complete.;Une ville holding est construire un Conditioned Guild Members ici et il faudra au maximum 180 jours pour tre termin.;Ein Stadt-Halt baut hier ein Conditioned Guild Members auf und es dauert hchstens 180 Tage bis zum Ende.;;Un ciudad holding est construyendo un Conditioned Guild Members aqu y tomar como mximo 180 das para completarse.;;;;;;;;;x
ct__ab_mod_ct_haven_1;A city holding is building a Simple Haven here and it will take at most 30 days to complete.;Une ville holding est construire un Simple Haven ici et il faudra au maximum 30 jours pour tre termin.;Ein Stadt-Halt baut hier ein Simple Haven auf und es dauert hchstens 30 Tage bis zum Ende.;;Un ciudad holding est construyendo un Simple Haven aqu y tomar como mximo 30 das para completarse.;;;;;;;;;x
ct__ab_mod_ct_haven_2;A city holding is building a Modest Haven here and it will take at most 90 days to complete.;Une ville holding est construire un Modest Haven ici et il faudra au maximum 90 jours pour tre termin.;Ein Stadt-Halt baut hier ein Modest Haven auf und es dauert hchstens 90 Tage bis zum Ende.;;Un ciudad holding est construyendo un Modest Haven aqu y tomar como mximo 90 das para completarse.;;;;;;;;;x
ct__ab_mod_ct_haven_3;A city holding is building a Large Haven here and it will take at most 365 days to complete.;Une ville holding est construire un Large Haven ici et il faudra au maximum 365 jours pour tre termin.;Ein Stadt-Halt baut hier ein Large Haven auf und es dauert hchstens 365 Tage bis zum Ende.;;Un ciudad holding est construyendo un Large Haven aqu y tomar como mximo 365 das para completarse.;;;;;;;;;x
ct__ab_mod_ct_haven_4;A city holding is building a Mansion Haven here and it will take at most 1000 days to complete.;Une ville holding est construire un Mansion Haven ici et il faudra au maximum 1000 jours pour tre termin.;Ein Stadt-Halt baut hier ein Mansion Haven auf und es dauert hchstens 1000 Tage bis zum Ende.;;Un ciudad holding est construyendo un Mansion Haven aqu y tomar como mximo 1000 das para completarse.;;;;;;;;;x
ct__ab_mod_ct_haven_5;A city holding is building a Castle Haven here and it will take at most 1250 days to complete.;Une ville holding est construire un Castle Haven ici et il faudra au maximum 1250 jours pour tre termin.;Ein Stadt-Halt baut hier ein Castle Haven auf und es dauert hchstens 1250 Tage bis zum Ende.;;Un ciudad holding est construyendo un Castle Haven aqu y tomar como mximo 1250 das para completarse.;;;;;;;;;x
ct__ab_mod_ct_hellhound_kennel_1;A city holding is building a Hellhound kennel here and it will take at most 365 days to complete.;Une ville holding est construire un Hellhound kennel ici et il faudra au maximum 365 jours pour tre termin.;Ein Stadt-Halt baut hier ein Hellhound kennel auf und es dauert hchstens 365 Tage bis zum Ende.;;Un ciudad holding est construyendo un Hellhound kennel aqu y tomar como mximo 365 das para completarse.;;;;;;;;;x
ct__ab_mod_ct_hospital_1;A city holding is building a Bribed Orderly here and it will take at most 7 days to complete.;Une ville holding est construire un Bribed Orderly ici et il faudra au maximum 7 jours pour tre termin.;Ein Stadt-Halt baut hier ein Bribed Orderly auf und es dauert hchstens 7 Tage bis zum Ende.;;Un ciudad holding est construyendo un Bribed Orderly aqu y tomar como mximo 7 das para completarse.;;;;;;;;;x
ct__ab_mod_ct_hospital_2;A city holding is building a Influenced Nurse here and it will take at most 30 days to complete.;Une ville holding est construire un Influenced Nurse ici et il faudra au maximum 30 jours pour tre termin.;Ein Stadt-Halt baut hier ein Influenced Nurse auf und es dauert hchstens 30 Tage bis zum Ende.;;Un ciudad holding est construyendo un Influenced Nurse aqu y tomar como mximo 30 das para completarse.;;;;;;;;;x
ct__ab_mod_ct_hospital_2g;A city holding is building a Ghouled Doctor here and it will take at most 7 days to complete.;Une ville holding est construire un Ghouled Doctor ici et il faudra au maximum 7 jours pour tre termin.;Ein Stadt-Halt baut hier ein Ghouled Doctor auf und es dauert hchstens 7 Tage bis zum Ende.;;Un ciudad holding est construyendo un Ghouled Doctor aqu y tomar como mximo 7 das para completarse.;;;;;;;;;x
ct__ab_mod_ct_hospital_3;A city holding is building a Controlled Hospital here and it will take at most 356 days to complete.;Une ville holding est construire un Controlled Hospital ici et il faudra au maximum 356 jours pour tre termin.;Ein Stadt-Halt baut hier ein Controlled Hospital auf und es dauert hchstens 356 Tage bis zum Ende.;;Un ciudad holding est construyendo un Controlled Hospital aqu y tomar como mximo 356 das para completarse.;;;;;;;;;x
ct__ab_mod_ct_hospital_3c;A city holding is building a Conditioned Hospital Staff here and it will take at most 180 days to complete.;Une ville holding est construire un Conditioned Hospital Staff ici et il faudra au maximum 180 jours pour tre termin.;Ein Stadt-Halt baut hier ein Conditioned Hospital Staff auf und es dauert hchstens 180 Tage bis zum Ende.;;Un ciudad holding est construyendo un Conditioned Hospital Staff aqu y tomar como mximo 180 das para completarse.;;;;;;;;;x
ct__ab_mod_ct_kinfolk_1;A city holding is building a Discovered Kinfolk here and it will take at most 7 days to complete.;Une ville holding est construire un Discovered Kinfolk ici et il faudra au maximum 7 jours pour tre termin.;Ein Stadt-Halt baut hier ein Discovered Kinfolk auf und es dauert hchstens 7 Tage bis zum Ende.;;Un ciudad holding est construyendo un Discovered Kinfolk aqu y tomar como mximo 7 das para completarse.;;;;;;;;;x
ct__ab_mod_ct_kinfolk_2;A city holding is building a Influenced Kinfolk Chief here and it will take at most 30 days to complete.;Une ville holding est construire un Influenced Kinfolk Chief ici et il faudra au maximum 30 jours pour tre termin.;Ein Stadt-Halt baut hier ein Influenced Kinfolk Chief auf und es dauert hchstens 30 Tage bis zum Ende.;;Un ciudad holding est construyendo un Influenced Kinfolk Chief aqu y tomar como mximo 30 das para completarse.;;;;;;;;;x
ct__ab_mod_ct_kinfolk_2c;A city holding is building a Kinfolk Werewolf Cult here and it will take at most 30 days to complete.;Une ville holding est construire un Kinfolk Werewolf Cult ici et il faudra au maximum 30 jours pour tre termin.;Ein Stadt-Halt baut hier ein Kinfolk Werewolf Cult auf und es dauert hchstens 30 Tage bis zum Ende.;;Un ciudad holding est construyendo un Kinfolk Werewolf Cult aqu y tomar como mximo 30 das para completarse.;;;;;;;;;x
ct__ab_mod_ct_kinfolk_3;A city holding is building a Controlled Kinfolk here and it will take at most 356 days to complete.;Une ville holding est construire un Controlled Kinfolk ici et il faudra au maximum 356 jours pour tre termin.;Ein Stadt-Halt baut hier ein Controlled Kinfolk auf und es dauert hchstens 356 Tage bis zum Ende.;;Un ciudad holding est construyendo un Controlled Kinfolk aqu y tomar como mximo 356 das para completarse.;;;;;;;;;x
ct__ab_mod_ct_kinfolk_3d;A city holding is building a Dominated Kinfolk here and it will take at most 180 days to complete.;Une ville holding est construire un Dominated Kinfolk ici et il faudra au maximum 180 jours pour tre termin.;Ein Stadt-Halt baut hier ein Dominated Kinfolk auf und es dauert hchstens 180 Tage bis zum Ende.;;Un ciudad holding est construyendo un Dominated Kinfolk aqu y tomar como mximo 180 das para completarse.;;;;;;;;;x
ct__ab_mod_ct_kith_boggan_eminence_1;A city holding is building a Boggan Recognized Court here and it will take at most 1 days to complete.;Une ville holding est construire un Boggan Recognized Court ici et il faudra au maximum 1 jours pour tre termin.;Ein Stadt-Halt baut hier ein Boggan Recognized Court auf und es dauert hchstens 1 Tage bis zum Ende.;;Un ciudad holding est construyendo un Boggan Recognized Court aqu y tomar como mximo 1 das para completarse.;;;;;;;;;x
ct__ab_mod_ct_kith_eshu_eminence_1;A city holding is building a Eshu Recognized Court here and it will take at most 1 days to complete.;Une ville holding est construire un Eshu Recognized Court ici et il faudra au maximum 1 jours pour tre termin.;Ein Stadt-Halt baut hier ein Eshu Recognized Court auf und es dauert hchstens 1 Tage bis zum Ende.;;Un ciudad holding est construyendo un Eshu Recognized Court aqu y tomar como mximo 1 das para completarse.;;;;;;;;;x
ct__ab_mod_ct_kith_nocker_eminence_1;A city holding is building a Nocker Recognized Court here and it will take at most 1 days to complete.;Une ville holding est construire un Nocker Recognized Court ici et il faudra au maximum 1 jours pour tre termin.;Ein Stadt-Halt baut hier ein Nocker Recognized Court auf und es dauert hchstens 1 Tage bis zum Ende.;;Un ciudad holding est construyendo un Nocker Recognized Court aqu y tomar como mximo 1 das para completarse.;;;;;;;;;x
ct__ab_mod_ct_kith_redcap_eminence_1;A city holding is building a Redcap Recognized Court here and it will take at most 1 days to complete.;Une ville holding est construire un Redcap Recognized Court ici et il faudra au maximum 1 jours pour tre termin.;Ein Stadt-Halt baut hier ein Redcap Recognized Court auf und es dauert hchstens 1 Tage bis zum Ende.;;Un ciudad holding est construyendo un Redcap Recognized Court aqu y tomar como mximo 1 das para completarse.;;;;;;;;;x
ct__ab_mod_ct_kith_satyr_eminence_1;A city holding is building a Satyr Recognized Court here and it will take at most 1 days to complete.;Une ville holding est construire un Satyr Recognized Court ici et il faudra au maximum 1 jours pour tre termin.;Ein Stadt-Halt baut hier ein Satyr Recognized Court auf und es dauert hchstens 1 Tage bis zum Ende.;;Un ciudad holding est construyendo un Satyr Recognized Court aqu y tomar como mximo 1 das para completarse.;;;;;;;;;x
ct__ab_mod_ct_kith_sidhe_eminence_1;A city holding is building a Sidhe Recognized Court here and it will take at most 1 days to complete.;Une ville holding est construire un Sidhe Recognized Court ici et il faudra au maximum 1 jours pour tre termin.;Ein Stadt-Halt baut hier ein Sidhe Recognized Court auf und es dauert hchstens 1 Tage bis zum Ende.;;Un ciudad holding est construyendo un Sidhe Recognized Court aqu y tomar como mximo 1 das para completarse.;;;;;;;;;x
ct__ab_mod_ct_kith_sluagh_eminence_1;A city holding is building a Sluagh Recognized Court here and it will take at most 1 days to complete.;Une ville holding est construire un Sluagh Recognized Court ici et il faudra au maximum 1 jours pour tre termin.;Ein Stadt-Halt baut hier ein Sluagh Recognized Court auf und es dauert hchstens 1 Tage bis zum Ende.;;Un ciudad holding est construyendo un Sluagh Recognized Court aqu y tomar como mximo 1 das para completarse.;;;;;;;;;x
ct__ab_mod_ct_kith_troll_eminence_1;A city holding is building a Troll Recognized Court here and it will take at most 1 days to complete.;Une ville holding est construire un Troll Recognized Court ici et il faudra au maximum 1 jours pour tre termin.;Ein Stadt-Halt baut hier ein Troll Recognized Court auf und es dauert hchstens 1 Tage bis zum Ende.;;Un ciudad holding est construyendo un Troll Recognized Court aqu y tomar como mximo 1 das para completarse.;;;;;;;;;x
ct__ab_mod_ct_nightwatch_1;A city holding is building a Bribed City Guard Night Watchman here and it will take at most 7 days to complete.;Une ville holding est construire un Bribed City Guard Night Watchman ici et il faudra au maximum 7 jours pour tre termin.;Ein Stadt-Halt baut hier ein Bribed City Guard Night Watchman auf und es dauert hchstens 7 Tage bis zum Ende.;;Un ciudad holding est construyendo un Bribed City Guard Night Watchman aqu y tomar como mximo 7 das para completarse.;;;;;;;;;x
ct__ab_mod_ct_nightwatch_2;A city holding is building a Influenced City Guard Night Watch Sergeant here and it will take at most 30 days to complete.;Une ville holding est construire un Influenced City Guard Night Watch Sergeant ici et il faudra au maximum 30 jours pour tre termin.;Ein Stadt-Halt baut hier ein Influenced City Guard Night Watch Sergeant auf und es dauert hchstens 30 Tage bis zum Ende.;;Un ciudad holding est construyendo un Influenced City Guard Night Watch Sergeant aqu y tomar como mximo 30 das para completarse.;;;;;;;;;x
ct__ab_mod_ct_nightwatch_2g;A city holding is building a Ghouled City Guard Night Watch Commander here and it will take at most 7 days to complete.;Une ville holding est construire un Ghouled City Guard Night Watch Commander ici et il faudra au maximum 7 jours pour tre termin.;Ein Stadt-Halt baut hier ein Ghouled City Guard Night Watch Commander auf und es dauert hchstens 7 Tage bis zum Ende.;;Un ciudad holding est construyendo un Ghouled City Guard Night Watch Commander aqu y tomar como mximo 7 das para completarse.;;;;;;;;;x
ct__ab_mod_ct_nightwatch_3;A city holding is building a Controlled City Guard Night Watch here and it will take at most 356 days to complete.;Une ville holding est construire un Controlled City Guard Night Watch ici et il faudra au maximum 356 jours pour tre termin.;Ein Stadt-Halt baut hier ein Controlled City Guard Night Watch auf und es dauert hchstens 356 Tage bis zum Ende.;;Un ciudad holding est construyendo un Controlled City Guard Night Watch aqu y tomar como mximo 356 das para completarse.;;;;;;;;;x
ct__ab_mod_ct_nightwatch_3c;A city holding is building a Conditioned City Guard Night Watch here and it will take at most 180 days to complete.;Une ville holding est construire un Conditioned City Guard Night Watch ici et il faudra au maximum 180 jours pour tre termin.;Ein Stadt-Halt baut hier ein Conditioned City Guard Night Watch auf und es dauert hchstens 180 Tage bis zum Ende.;;Un ciudad holding est construyendo un Conditioned City Guard Night Watch aqu y tomar como mximo 180 das para completarse.;;;;;;;;;x
ct__ab_mod_ct_nosferatu_warrens_1;A city holding is building a Nosferatu Warrens here and it will take at most 365 days to complete.;Une ville holding est construire un Nosferatu Warrens ici et il faudra au maximum 365 jours pour tre termin.;Ein Stadt-Halt baut hier ein Nosferatu Warrens auf und es dauert hchstens 365 Tage bis zum Ende.;;Un ciudad holding est construyendo un Nosferatu Warrens aqu y tomar como mximo 365 das para completarse.;;;;;;;;;x
ct__ab_mod_ct_orphanage_1;A city holding is building a Bribed Orphan here and it will take at most 7 days to complete.;Une ville holding est construire un Bribed Orphan ici et il faudra au maximum 7 jours pour tre termin.;Ein Stadt-Halt baut hier ein Bribed Orphan auf und es dauert hchstens 7 Tage bis zum Ende.;;Un ciudad holding est construyendo un Bribed Orphan aqu y tomar como mximo 7 das para completarse.;;;;;;;;;x
ct__ab_mod_ct_orphanage_2;A city holding is building a Influenced Bully here and it will take at most 30 days to complete.;Une ville holding est construire un Influenced Bully ici et il faudra au maximum 30 jours pour tre termin.;Ein Stadt-Halt baut hier ein Influenced Bully auf und es dauert hchstens 30 Tage bis zum Ende.;;Un ciudad holding est construyendo un Influenced Bully aqu y tomar como mximo 30 das para completarse.;;;;;;;;;x
ct__ab_mod_ct_orphanage_2g;A city holding is building a Ghouled Matron here and it will take at most 7 days to complete.;Une ville holding est construire un Ghouled Matron ici et il faudra au maximum 7 jours pour tre termin.;Ein Stadt-Halt baut hier ein Ghouled Matron auf und es dauert hchstens 7 Tage bis zum Ende.;;Un ciudad holding est construyendo un Ghouled Matron aqu y tomar como mximo 7 das para completarse.;;;;;;;;;x
ct__ab_mod_ct_orphanage_3;A city holding is building a Controlled Orphanage here and it will take at most 356 days to complete.;Une ville holding est construire un Controlled Orphanage ici et il faudra au maximum 356 jours pour tre termin.;Ein Stadt-Halt baut hier ein Controlled Orphanage auf und es dauert hchstens 356 Tage bis zum Ende.;;Un ciudad holding est construyendo un Controlled Orphanage aqu y tomar como mximo 356 das para completarse.;;;;;;;;;x
ct__ab_mod_ct_orphanage_3c;A city holding is building a Conditioned Orphans here and it will take at most 180 days to complete.;Une ville holding est construire un Conditioned Orphans ici et il faudra au maximum 180 jours pour tre termin.;Ein Stadt-Halt baut hier ein Conditioned Orphans auf und es dauert hchstens 180 Tage bis zum Ende.;;Un ciudad holding est construyendo un Conditioned Orphans aqu y tomar como mximo 180 das para completarse.;;;;;;;;;x
ct__ab_mod_ct_papillionward_1;A city holding is building a Papillion Ward here and it will take at most 7 days to complete.;Une ville holding est construire un Papillion Ward ici et il faudra au maximum 7 jours pour tre termin.;Ein Stadt-Halt baut hier ein Papillion Ward auf und es dauert hchstens 7 Tage bis zum Ende.;;Un ciudad holding est construyendo un Papillion Ward aqu y tomar como mximo 7 das para completarse.;;;;;;;;;x
ct__ab_mod_ct_pop_1;A city holding is building a Praxis here and it will take at most 1 days to complete.;Une ville holding est construire un Praxis ici et il faudra au maximum 1 jours pour tre termin.;Ein Stadt-Halt baut hier ein Praxis auf und es dauert hchstens 1 Tage bis zum Ende.;;Un ciudad holding est construyendo un Praxis aqu y tomar como mximo 1 das para completarse.;;;;;;;;;x
ct__ab_mod_ct_pop_100k;A city holding is building a Population: 100k here and it will take at most 54700 days to complete.;Une ville holding est construire un Population: 100k ici et il faudra au maximum 54700 jours pour tre termin.;Ein Stadt-Halt baut hier ein Population: 100k auf und es dauert hchstens 54700 Tage bis zum Ende.;;Un ciudad holding est construyendo un Population: 100k aqu y tomar como mximo 54700 das para completarse.;;;;;;;;;x
ct__ab_mod_ct_pop_10k;A city holding is building a Population: 10k here and it will take at most 54700 days to complete.;Une ville holding est construire un Population: 10k ici et il faudra au maximum 54700 jours pour tre termin.;Ein Stadt-Halt baut hier ein Population: 10k auf und es dauert hchstens 54700 Tage bis zum Ende.;;Un ciudad holding est construyendo un Population: 10k aqu y tomar como mximo 54700 das para completarse.;;;;;;;;;x
ct__ab_mod_ct_pop_150k;A city holding is building a Population: 150k here and it will take at most 54700 days to complete.;Une ville holding est construire un Population: 150k ici et il faudra au maximum 54700 jours pour tre termin.;Ein Stadt-Halt baut hier ein Population: 150k auf und es dauert hchstens 54700 Tage bis zum Ende.;;Un ciudad holding est construyendo un Population: 150k aqu y tomar como mximo 54700 das para completarse.;;;;;;;;;x
ct__ab_mod_ct_pop_1m;A city holding is building a Population: 1m here and it will take at most 54700 days to complete.;Une ville holding est construire un Population: 1m ici et il faudra au maximum 54700 jours pour tre termin.;Ein Stadt-Halt baut hier ein Population: 1m auf und es dauert hchstens 54700 Tage bis zum Ende.;;Un ciudad holding est construyendo un Population: 1m aqu y tomar como mximo 54700 das para completarse.;;;;;;;;;x
ct__ab_mod_ct_pop_200k;A city holding is building a Population: 200k here and it will take at most 54700 days to complete.;Une ville holding est construire un Population: 200k ici et il faudra au maximum 54700 jours pour tre termin.;Ein Stadt-Halt baut hier ein Population: 200k auf und es dauert hchstens 54700 Tage bis zum Ende.;;Un ciudad holding est construyendo un Population: 200k aqu y tomar como mximo 54700 das para completarse.;;;;;;;;;x
ct__ab_mod_ct_pop_20k;A city holding is building a Population: 20k here and it will take at most 54700 days to complete.;Une ville holding est construire un Population: 20k ici et il faudra au maximum 54700 jours pour tre termin.;Ein Stadt-Halt baut hier ein Population: 20k auf und es dauert hchstens 54700 Tage bis zum Ende.;;Un ciudad holding est construyendo un Population: 20k aqu y tomar como mximo 54700 das para completarse.;;;;;;;;;x
ct__ab_mod_ct_pop_250k;A city holding is building a Population: 250k here and it will take at most 54700 days to complete.;Une ville holding est construire un Population: 250k ici et il faudra au maximum 54700 jours pour tre termin.;Ein Stadt-Halt baut hier ein Population: 250k auf und es dauert hchstens 54700 Tage bis zum Ende.;;Un ciudad holding est construyendo un Population: 250k aqu y tomar como mximo 54700 das para completarse.;;;;;;;;;x
ct__ab_mod_ct_pop_2m;A city holding is building a Population: 2m here and it will take at most 54700 days to complete.;Une ville holding est construire un Population: 2m ici et il faudra au maximum 54700 jours pour tre termin.;Ein Stadt-Halt baut hier ein Population: 2m auf und es dauert hchstens 54700 Tage bis zum Ende.;;Un ciudad holding est construyendo un Population: 2m aqu y tomar como mximo 54700 das para completarse.;;;;;;;;;x
ct__ab_mod_ct_pop_500k;A city holding is building a Population: 500k here and it will take at most 54700 days to complete.;Une ville holding est construire un Population: 500k ici et il faudra au maximum 54700 jours pour tre termin.;Ein Stadt-Halt baut hier ein Population: 500k auf und es dauert hchstens 54700 Tage bis zum Ende.;;Un ciudad holding est construyendo un Population: 500k aqu y tomar como mximo 54700 das para completarse.;;;;;;;;;x
ct__ab_mod_ct_pop_50k;A city holding is building a Population: 50k here and it will take at most 54700 days to complete.;Une ville holding est construire un Population: 50k ici et il faudra au maximum 54700 jours pour tre termin.;Ein Stadt-Halt baut hier ein Population: 50k auf und es dauert hchstens 54700 Tage bis zum Ende.;;Un ciudad holding est construyendo un Population: 50k aqu y tomar como mximo 54700 das para completarse.;;;;;;;;;x
ct__ab_mod_ct_prison_1;A city holding is building a Bribed Prisoner here and it will take at most 7 days to complete.;Une ville holding est construire un Bribed Prisoner ici et il faudra au maximum 7 jours pour tre termin.;Ein Stadt-Halt baut hier ein Bribed Prisoner auf und es dauert hchstens 7 Tage bis zum Ende.;;Un ciudad holding est construyendo un Bribed Prisoner aqu y tomar como mximo 7 das para completarse.;;;;;;;;;x
ct__ab_mod_ct_prison_2;A city holding is building a Influenced Guard here and it will take at most 30 days to complete.;Une ville holding est construire un Influenced Guard ici et il faudra au maximum 30 jours pour tre termin.;Ein Stadt-Halt baut hier ein Influenced Guard auf und es dauert hchstens 30 Tage bis zum Ende.;;Un ciudad holding est construyendo un Influenced Guard aqu y tomar como mximo 30 das para completarse.;;;;;;;;;x
ct__ab_mod_ct_prison_2g;A city holding is building a Ghouled Warden here and it will take at most 7 days to complete.;Une ville holding est construire un Ghouled Warden ici et il faudra au maximum 7 jours pour tre termin.;Ein Stadt-Halt baut hier ein Ghouled Warden auf und es dauert hchstens 7 Tage bis zum Ende.;;Un ciudad holding est construyendo un Ghouled Warden aqu y tomar como mximo 7 das para completarse.;;;;;;;;;x
ct__ab_mod_ct_prison_3;A city holding is building a Controlled Prison here and it will take at most 356 days to complete.;Une ville holding est construire un Controlled Prison ici et il faudra au maximum 356 jours pour tre termin.;Ein Stadt-Halt baut hier ein Controlled Prison auf und es dauert hchstens 356 Tage bis zum Ende.;;Un ciudad holding est construyendo un Controlled Prison aqu y tomar como mximo 356 das para completarse.;;;;;;;;;x
ct__ab_mod_ct_prison_3c;A city holding is building a Conditioned Prison Gang here and it will take at most 180 days to complete.;Une ville holding est construire un Conditioned Prison Gang ici et il faudra au maximum 180 jours pour tre termin.;Ein Stadt-Halt baut hier ein Conditioned Prison Gang auf und es dauert hchstens 180 Tage bis zum Ende.;;Un ciudad holding est construyendo un Conditioned Prison Gang aqu y tomar como mximo 180 das para completarse.;;;;;;;;;x
ct__ab_mod_ct_slums_1;A city holding is building a Bribed Beggar here and it will take at most 7 days to complete.;Une ville holding est construire un Bribed Beggar ici et il faudra au maximum 7 jours pour tre termin.;Ein Stadt-Halt baut hier ein Bribed Beggar auf und es dauert hchstens 7 Tage bis zum Ende.;;Un ciudad holding est construyendo un Bribed Beggar aqu y tomar como mximo 7 das para completarse.;;;;;;;;;x
ct__ab_mod_ct_slums_2;A city holding is building a Influenced Landlord here and it will take at most 30 days to complete.;Une ville holding est construire un Influenced Landlord ici et il faudra au maximum 30 jours pour tre termin.;Ein Stadt-Halt baut hier ein Influenced Landlord auf und es dauert hchstens 30 Tage bis zum Ende.;;Un ciudad holding est construyendo un Influenced Landlord aqu y tomar como mximo 30 das para completarse.;;;;;;;;;x
ct__ab_mod_ct_slums_2g;A city holding is building a Ghouled Slumlord here and it will take at most 7 days to complete.;Une ville holding est construire un Ghouled Slumlord ici et il faudra au maximum 7 jours pour tre termin.;Ein Stadt-Halt baut hier ein Ghouled Slumlord auf und es dauert hchstens 7 Tage bis zum Ende.;;Un ciudad holding est construyendo un Ghouled Slumlord aqu y tomar como mximo 7 das para completarse.;;;;;;;;;x
ct__ab_mod_ct_slums_3;A city holding is building a Controlled Slum here and it will take at most 356 days to complete.;Une ville holding est construire un Controlled Slum ici et il faudra au maximum 356 jours pour tre termin.;Ein Stadt-Halt baut hier ein Controlled Slum auf und es dauert hchstens 356 Tage bis zum Ende.;;Un ciudad holding est construyendo un Controlled Slum aqu y tomar como mximo 356 das para completarse.;;;;;;;;;x
ct__ab_mod_ct_slums_3c;A city holding is building a Conditioned Slumlord Gang here and it will take at most 180 days to complete.;Une ville holding est construire un Conditioned Slumlord Gang ici et il faudra au maximum 180 jours pour tre termin.;Ein Stadt-Halt baut hier ein Conditioned Slumlord Gang auf und es dauert hchstens 180 Tage bis zum Ende.;;Un ciudad holding est construyendo un Conditioned Slumlord Gang aqu y tomar como mximo 180 das para completarse.;;;;;;;;;x
ct__ab_mod_ct_smuggler_1;A city holding is building a Bribed Smuggler here and it will take at most 7 days to complete.;Une ville holding est construire un Bribed Smuggler ici et il faudra au maximum 7 jours pour tre termin.;Ein Stadt-Halt baut hier ein Bribed Smuggler auf und es dauert hchstens 7 Tage bis zum Ende.;;Un ciudad holding est construyendo un Bribed Smuggler aqu y tomar como mximo 7 das para completarse.;;;;;;;;;x
ct__ab_mod_ct_smuggler_2;A city holding is building a Influenced Smuggling Ring here and it will take at most 30 days to complete.;Une ville holding est construire un Influenced Smuggling Ring ici et il faudra au maximum 30 jours pour tre termin.;Ein Stadt-Halt baut hier ein Influenced Smuggling Ring auf und es dauert hchstens 30 Tage bis zum Ende.;;Un ciudad holding est construyendo un Influenced Smuggling Ring aqu y tomar como mximo 30 das para completarse.;;;;;;;;;x
ct__ab_mod_ct_smuggler_2g;A city holding is building a Ghouled Pirate Lord here and it will take at most 7 days to complete.;Une ville holding est construire un Ghouled Pirate Lord ici et il faudra au maximum 7 jours pour tre termin.;Ein Stadt-Halt baut hier ein Ghouled Pirate Lord auf und es dauert hchstens 7 Tage bis zum Ende.;;Un ciudad holding est construyendo un Ghouled Pirate Lord aqu y tomar como mximo 7 das para completarse.;;;;;;;;;x
ct__ab_mod_ct_smuggler_3;A city holding is building a Controlled Pirate Fleet here and it will take at most 356 days to complete.;Une ville holding est construire un Controlled Pirate Fleet ici et il faudra au maximum 356 jours pour tre termin.;Ein Stadt-Halt baut hier ein Controlled Pirate Fleet auf und es dauert hchstens 356 Tage bis zum Ende.;;Un ciudad holding est construyendo un Controlled Pirate Fleet aqu y tomar como mximo 356 das para completarse.;;;;;;;;;x
ct__ab_mod_ct_smuggler_3c;A city holding is building a Conditioned Pirates here and it will take at most 180 days to complete.;Une ville holding est construire un Conditioned Pirates ici et il faudra au maximum 180 jours pour tre termin.;Ein Stadt-Halt baut hier ein Conditioned Pirates auf und es dauert hchstens 180 Tage bis zum Ende.;;Un ciudad holding est construyendo un Conditioned Pirates aqu y tomar como mximo 180 das para completarse.;;;;;;;;;x
ct__ab_mod_ct_streetgang_1;A city holding is building a Bribed Thief here and it will take at most 7 days to complete.;Une ville holding est construire un Bribed Thief ici et il faudra au maximum 7 jours pour tre termin.;Ein Stadt-Halt baut hier ein Bribed Thief auf und es dauert hchstens 7 Tage bis zum Ende.;;Un ciudad holding est construyendo un Bribed Thief aqu y tomar como mximo 7 das para completarse.;;;;;;;;;x
ct__ab_mod_ct_streetgang_2;A city holding is building a Influenced Street Gang Lieutenant here and it will take at most 30 days to complete.;Une ville holding est construire un Influenced Street Gang Lieutenant ici et il faudra au maximum 30 jours pour tre termin.;Ein Stadt-Halt baut hier ein Influenced Street Gang Lieutenant auf und es dauert hchstens 30 Tage bis zum Ende.;;Un ciudad holding est construyendo un Influenced Street Gang Lieutenant aqu y tomar como mximo 30 das para completarse.;;;;;;;;;x
